Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1121888.9.peg.1	CDS	NZ_AUDL01000004	3	230	3	+	228	hypothetical protein	- none -	 	 
fig|1121888.9.peg.2	CDS	NZ_AUDL01000004	974	387	-2	-	588	hypothetical protein	- none -	 	 
fig|1121888.9.peg.3	CDS	NZ_AUDL01000004	1163	2659	2	+	1497	Uncharacterized MFS-type transporter	- none -	 	 
fig|1121888.9.peg.4	CDS	NZ_AUDL01000004	2675	2899	2	+	225	hypothetical protein	- none -	 	 
fig|1121888.9.peg.5	CDS	NZ_AUDL01000004	5864	2994	-2	-	2871	1,4-alpha-glucan branching enzyme (EC 2.4.1.18)	- none -	 	 
fig|1121888.9.peg.6	CDS	NZ_AUDL01000004	6764	5949	-2	-	816	hypothetical protein	- none -	 	 
fig|1121888.9.peg.7	CDS	NZ_AUDL01000004	8396	6789	-2	-	1608	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	- none -	 	 
fig|1121888.9.peg.8	CDS	NZ_AUDL01000004	11415	8434	-3	-	2982	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -	 	 
fig|1121888.9.peg.9	CDS	NZ_AUDL01000004	11651	12682	2	+	1032	Transcriptional regulator, LacI/PurR family	- none -	 	 
fig|1121888.9.peg.10	CDS	NZ_AUDL01000004	12862	14217	1	+	1356	Predicted maltose transporter MalT	- none -	 	 
fig|1121888.9.peg.11	CDS	NZ_AUDL01000004	14236	14892	1	+	657	Beta-phosphoglucomutase (EC 5.4.2.6)	- none -	 	 
fig|1121888.9.peg.12	CDS	NZ_AUDL01000004	15087	17390	3	+	2304	Maltose phosphorylase (EC 2.4.1.8)	- none -	 	 
fig|1121888.9.peg.13	CDS	NZ_AUDL01000004	17421	19535	3	+	2115	Glucan 1,4-alpha-glucosidase (EC 3.2.1.3)	- none -	 	 
fig|1121888.9.peg.14	CDS	NZ_AUDL01000004	19733	21592	2	+	1860	Neopullulanase (EC 3.2.1.135)	- none -	 	 
fig|1121888.9.peg.15	CDS	NZ_AUDL01000004	21816	23477	3	+	1662	Periplasmic alpha-amylase (EC 3.2.1.1)	- none -	 	 
