Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1144313.9.peg.1	CDS	NZ_AKJZ01000001	223	2	-1	-	222	hypothetical protein	- none -	 	 
fig|1144313.9.peg.2	CDS	NZ_AKJZ01000002	1	978	1	+	978	Putative anti-sigma factor	- none -	 	 
fig|1144313.9.peg.3	CDS	NZ_AKJZ01000002	1170	4838	3	+	3669	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -	 	 
fig|1144313.9.peg.4	CDS	NZ_AKJZ01000002	4851	6326	3	+	1476	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	- none -	 	 
fig|1144313.9.peg.5	CDS	NZ_AKJZ01000002	6342	7205	3	+	864	hypothetical protein	- none -	 	 
fig|1144313.9.peg.6	CDS	NZ_AKJZ01000002	7244	8620	2	+	1377	hypothetical protein	- none -	 	 
fig|1144313.9.peg.7	CDS	NZ_AKJZ01000002	10127	14146	2	+	4020	hypothetical protein	- none -	 	 
fig|1144313.9.peg.8	CDS	NZ_AKJZ01000002	14481	16067	3	+	1587	Glycoside hydrolase, family 43	- none -	 	 
fig|1144313.9.peg.9	CDS	NZ_AKJZ01000002	16087	16224	1	+	138	hypothetical protein	- none -	 	 
fig|1144313.9.peg.10	CDS	NZ_AKJZ01000002	16230	17600	3	+	1371	Endo-1,4-beta-xylanase (EC 3.2.1.8)	- none -	 	 
fig|1144313.9.peg.11	CDS	NZ_AKJZ01000002	17634	17789	3	+	156	Endo-1,4-beta-xylanase (EC 3.2.1.8)	- none -	 	 
fig|1144313.9.peg.12	CDS	NZ_AKJZ01000002	17792	19312	2	+	1521	hypothetical protein	- none -	 	 
fig|1144313.9.peg.13	CDS	NZ_AKJZ01000002	20009	19593	-2	-	417	hypothetical protein	- none -	 	 
fig|1144313.9.peg.14	CDS	NZ_AKJZ01000002	20693	20112	-2	-	582	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	- none -	 	 
fig|1144313.9.peg.15	CDS	NZ_AKJZ01000002	21979	25170	1	+	3192	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -	 	 
fig|1144313.9.peg.16	CDS	NZ_AKJZ01000002	25189	26775	1	+	1587	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	- none -	 	 
fig|1144313.9.peg.17	CDS	NZ_AKJZ01000002	26795	28306	2	+	1512	hypothetical protein	- none -	 	 
fig|1144313.9.peg.18	CDS	NZ_AKJZ01000002	28436	29908	2	+	1473	Endo-1,4-beta-xylanase A precursor (EC 3.2.1.8)	D-Galacturonate and D-Glucuronate Utilization; <br>Xylose utilization	 	 
fig|1144313.9.peg.19	CDS	NZ_AKJZ01000002	30084	32102	3	+	2019	alpha-galactosidase (EC 3.2.1.22)	- none -	 	 
fig|1144313.9.peg.20	CDS	NZ_AKJZ01000002	32214	33692	3	+	1479	Endo-1,4-beta-xylanase A precursor (EC 3.2.1.8)	D-Galacturonate and D-Glucuronate Utilization; <br>Xylose utilization	 	 
fig|1144313.9.peg.21	CDS	NZ_AKJZ01000002	33864	35396	3	+	1533	hypothetical protein	- none -	 	 
fig|1144313.9.peg.22	CDS	NZ_AKJZ01000002	35506	38049	1	+	2544	alpha-L-arabinofuranosidase (EC 3.2.1.55)	- none -	 	 
fig|1144313.9.peg.23	CDS	NZ_AKJZ01000002	38064	38243	3	+	180	hypothetical protein	- none -	 	 
fig|1144313.9.peg.24	CDS	NZ_AKJZ01000002	38224	40623	1	+	2400	hypothetical protein	- none -	 	 
fig|1144313.9.peg.25	CDS	NZ_AKJZ01000002	40862	41143	2	+	282	hypothetical protein	- none -	 	 
fig|1144313.9.peg.26	CDS	NZ_AKJZ01000002	41154	44000	3	+	2847	hypothetical protein	- none -	 	 
fig|1144313.9.peg.27	CDS	NZ_AKJZ01000002	44057	45685	2	+	1629	alpha-L-fucosidase (EC 3.2.1.51)	- none -	 	 
fig|1144313.9.peg.28	CDS	NZ_AKJZ01000002	45856	46656	1	+	801	hypothetical protein	- none -	 	 
fig|1144313.9.peg.29	CDS	NZ_AKJZ01000002	46808	47161	2	+	354	L-fucose mutarotase, type 2	- none -	 	 
fig|1144313.9.peg.30	CDS	NZ_AKJZ01000002	47389	49296	1	+	1908	hypothetical protein	- none -	 	 
fig|1144313.9.peg.31	CDS	NZ_AKJZ01000002	49455	51884	3	+	2430	alpha-L-arabinofuranosidase (EC 3.2.1.55)	- none -	 	 
fig|1144313.9.peg.32	CDS	NZ_AKJZ01000002	51979	52860	1	+	882	Endo-1,4-beta-xylanase A precursor (EC 3.2.1.8)	D-Galacturonate and D-Glucuronate Utilization; <br>Xylose utilization	 	 
fig|1144313.9.peg.33	CDS	NZ_AKJZ01000002	52969	55407	1	+	2439	beta-galactosidase (EC 3.2.1.23)	- none -	 	 
fig|1144313.9.peg.34	CDS	NZ_AKJZ01000002	55411	57327	1	+	1917	Maltodextrin glucosidase (EC 3.2.1.20)	- none -	 	 
fig|1144313.9.peg.35	CDS	NZ_AKJZ01000002	57367	59568	1	+	2202	beta-glucosidase (EC 3.2.1.21)	- none -	 	 
fig|1144313.9.peg.36	CDS	NZ_AKJZ01000003	436	56	-1	-	381	hypothetical protein	- none -	 	 
fig|1144313.9.peg.37	CDS	NZ_AKJZ01000003	688	3321	1	+	2634	Valyl-tRNA synthetase (EC 6.1.1.9)	tRNA aminoacylation, Val	 	 
fig|1144313.9.peg.38	CDS	NZ_AKJZ01000003	4078	3398	-1	-	681	hypothetical protein	- none -	 	 
fig|1144313.9.peg.39	CDS	NZ_AKJZ01000003	4162	5250	1	+	1089	Endoglucanase	- none -	 	 
fig|1144313.9.peg.40	CDS	NZ_AKJZ01000003	5383	5985	1	+	603	Inner membrane protein YjdF	- none -	 	 
fig|1144313.9.peg.41	CDS	NZ_AKJZ01000003	6535	6152	-1	-	384	Ankyrin	- none -	 	 
fig|1144313.9.peg.42	CDS	NZ_AKJZ01000003	6674	6766	2	+	93	hypothetical protein	- none -	 	 
fig|1144313.9.peg.43	CDS	NZ_AKJZ01000003	6925	7464	1	+	540	hypothetical protein	- none -	 	 
fig|1144313.9.peg.44	CDS	NZ_AKJZ01000003	8671	7532	-1	-	1140	Mannan endo-1,4-beta-mannosidase	- none -	 	 
fig|1144313.9.peg.45	CDS	NZ_AKJZ01000003	9658	8702	-1	-	957	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	De Novo Purine Biosynthesis	 	 
fig|1144313.9.peg.46	CDS	NZ_AKJZ01000003	12131	9786	-2	-	2346	Dipeptidyl peptidase IV	- none -	 	 
fig|1144313.9.peg.47	CDS	NZ_AKJZ01000003	12165	12302	3	+	138	hypothetical protein	- none -	 	 
fig|1144313.9.peg.48	CDS	NZ_AKJZ01000003	13140	12310	-3	-	831	Cof protein, HD superfamily hydrolase	Housecleaning nucleoside triphosphate pyrophosphatases	 	 
