Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1094466.29.peg.1	CDS	NC_017025	88	2265	1	+	2178	3&#39;-to-5&#39; exoribonuclease RNase R	RNA processing and degradation, bacterial	 	 
fig|1094466.29.peg.2	CDS	NC_017025	2315	2989	2	+	675	hypothetical protein	- none -	 	 
fig|1094466.29.peg.3	CDS	NC_017025	3092	3769	2	+	678	hypothetical protein	- none -	 	 
fig|1094466.29.peg.4	CDS	NC_017025	4484	4128	-2	-	357	Dihydroneopterin aldolase (EC 4.1.2.25)	Folate Biosynthesis; <br>Folate biosynthesis cluster	 	 
fig|1094466.29.peg.5	CDS	NC_017025	4635	6317	3	+	1683	Glutaminyl-tRNA synthetase (EC 6.1.1.18)	tRNA aminoacylation, Glu and Gln	 	 
fig|1094466.29.peg.6	CDS	NC_017025	7692	6727	-3	-	966	Protein QmcA (possibly involved in integral membrane quality control)	- none -	 	 
fig|1094466.29.peg.7	CDS	NC_017025	7774	8451	1	+	678	hypothetical protein	- none -	 	 
fig|1094466.29.peg.8	CDS	NC_017025	9991	8489	-1	-	1503	Glutamyl-tRNA synthetase (EC 6.1.1.17)	Heme and Siroheme Biosynthesis; <br>tRNA aminoacylation, Glu and Gln	 	 
fig|1094466.29.peg.9	CDS	NC_017025	10174	13470	1	+	3297	liver stage antigen, putative	- none -	 	 
fig|1094466.29.peg.10	CDS	NC_017025	13470	13889	3	+	420	Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly	CBSS-56780.10.peg.1536; <br>Glycyl-tRNA synthetase containing cluster	 	 
fig|1094466.29.peg.11	CDS	NC_017025	13913	15850	2	+	1938	tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmG	- none -	 	 
fig|1094466.29.peg.12	CDS	NC_017025	15933	16781	3	+	849	SAM-dependent methyltransferase BT3209	- none -	 	 
fig|1094466.29.peg.13	CDS	NC_017025	16872	16985	3	+	114	hypothetical protein	- none -	 	 
