Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1202532.9.peg.1	CDS	NZ_AKZQ01000001	1187	171	-2	-	1017	Proline iminopeptidase (EC 3.4.11.5)	Proline, 4-hydroxyproline uptake and utilization	 	 
fig|1202532.9.peg.2	CDS	NZ_AKZQ01000001	1359	7097	3	+	5739	RTX toxins and related Ca2+-binding proteins	- none -	 	 
fig|1202532.9.peg.3	CDS	NZ_AKZQ01000001	7101	8015	3	+	915	hypothetical protein	- none -	 	 
fig|1202532.9.peg.4	CDS	NZ_AKZQ01000001	8657	8016	-2	-	642	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|1202532.9.peg.5	CDS	NZ_AKZQ01000001	10862	8670	-2	-	2193	Sensory box histidine kinase	- none -	 	 
fig|1202532.9.peg.6	CDS	NZ_AKZQ01000001	11153	11599	2	+	447	Putative periplasmic protein	- none -	 	 
fig|1202532.9.peg.7	CDS	NZ_AKZQ01000001	11739	12767	3	+	1029	Transcriptional regulator, LacI/PurR family	- none -	 	 
fig|1202532.9.peg.8	CDS	NZ_AKZQ01000001	12817	13653	1	+	837	Transcriptional regulator, AraC family	- none -	 	 
fig|1202532.9.peg.9	CDS	NZ_AKZQ01000001	13740	14282	3	+	543	Phospholipid-binding protein	- none -	 	 
fig|1202532.9.peg.10	CDS	NZ_AKZQ01000001	14559	16712	3	+	2154	Xylan alpha-1,2-glucuronosidase (EC 3.2.1.131)	- none -	 	 
fig|1202532.9.peg.11	CDS	NZ_AKZQ01000001	17036	17773	2	+	738	Oxidoreductase, short-chain dehydrogenase/reductase family	- none -	 	 
fig|1202532.9.peg.12	CDS	NZ_AKZQ01000001	17793	18965	3	+	1173	Mannonate dehydratase (EC 4.2.1.8)	- none -	 	 
fig|1202532.9.peg.13	CDS	NZ_AKZQ01000001	19004	20113	2	+	1110	Endo-1,4-beta-xylanase (EC 3.2.1.8)	- none -	 	 
fig|1202532.9.peg.14	CDS	NZ_AKZQ01000001	20342	21793	2	+	1452	Possible GPH family transporter (TC 2.A.2) for arabinosides	L-Arabinose utilization	 	 
fig|1202532.9.peg.15	CDS	NZ_AKZQ01000001	21815	22849	2	+	1035	Xylosidase/arabinosidase	- none -	 	 
fig|1202532.9.peg.16	CDS	NZ_AKZQ01000001	23230	24237	1	+	1008	Transcriptional regulator of fucose utilization, GntR family	- none -	 	 
fig|1202532.9.peg.17	CDS	NZ_AKZQ01000001	24239	25720	2	+	1482	Xylulose kinase (EC 2.7.1.17)	Xylose utilization	 	 
fig|1202532.9.peg.18	CDS	NZ_AKZQ01000001	25730	27055	2	+	1326	Xylose isomerase (EC 5.3.1.5)	Xylose utilization	 	 
fig|1202532.9.peg.19	CDS	NZ_AKZQ01000001	27395	28051	2	+	657	Transaldolase (EC 2.2.1.2)	Pentose phosphate pathway	 	 
fig|1202532.9.peg.20	CDS	NZ_AKZQ01000001	28630	28163	-1	-	468	hypothetical protein	- none -	 	 
fig|1202532.9.peg.21	CDS	NZ_AKZQ01000001	30370	28715	-1	-	1656	hypothetical protein	- none -	 	 
fig|1202532.9.peg.22	CDS	NZ_AKZQ01000001	31067	30414	-2	-	654	hypothetical protein	- none -	 	 
fig|1202532.9.peg.23	CDS	NZ_AKZQ01000001	32144	31083	-2	-	1062	hypothetical protein	- none -	 	 
fig|1202532.9.peg.24	CDS	NZ_AKZQ01000001	32623	32321	-1	-	303	hypothetical protein	- none -	 	 
fig|1202532.9.peg.25	CDS	NZ_AKZQ01000001	32897	32610	-2	-	288	hypothetical protein	- none -	 	 
fig|1202532.9.peg.26	CDS	NZ_AKZQ01000001	32923	33042	1	+	120	hypothetical protein	- none -	 	 
fig|1202532.9.peg.27	CDS	NZ_AKZQ01000001	33409	33077	-1	-	333	hypothetical protein	- none -	 	 
fig|1202532.9.peg.28	CDS	NZ_AKZQ01000001	33877	33413	-1	-	465	hypothetical protein	- none -	 	 
fig|1202532.9.peg.29	CDS	NZ_AKZQ01000001	34364	33882	-2	-	483	hypothetical protein	- none -	 	 
fig|1202532.9.peg.30	CDS	NZ_AKZQ01000001	35314	34712	-1	-	603	hypothetical protein	- none -	 	 
fig|1202532.9.peg.31	CDS	NZ_AKZQ01000001	36197	35322	-2	-	876	hypothetical protein	- none -	 	 
fig|1202532.9.peg.32	CDS	NZ_AKZQ01000001	36582	36238	-3	-	345	hypothetical protein	- none -	 	 
fig|1202532.9.peg.33	CDS	NZ_AKZQ01000001	37253	36828	-2	-	426	hypothetical protein	- none -	 	 
fig|1202532.9.peg.34	CDS	NZ_AKZQ01000001	38683	37355	-1	-	1329	hypothetical protein	- none -	 	 
fig|1202532.9.peg.35	CDS	NZ_AKZQ01000001	39163	38984	-1	-	180	hypothetical protein	- none -	 	 
fig|1202532.9.peg.36	CDS	NZ_AKZQ01000001	39816	39241	-3	-	576	hypothetical protein	- none -	 	 
fig|1202532.9.peg.37	CDS	NZ_AKZQ01000001	40098	40898	3	+	801	hypothetical protein	- none -	 	 
fig|1202532.9.peg.38	CDS	NZ_AKZQ01000001	41234	40986	-2	-	249	hypothetical protein	- none -	 	 
fig|1202532.9.peg.39	CDS	NZ_AKZQ01000001	42086	41238	-2	-	849	hypothetical protein	- none -	 	 
fig|1202532.9.peg.40	CDS	NZ_AKZQ01000001	43397	42096	-2	-	1302	hypothetical protein	- none -	 	 
fig|1202532.9.peg.41	CDS	NZ_AKZQ01000001	43947	43390	-3	-	558	hypothetical protein	- none -	 	 
fig|1202532.9.peg.42	CDS	NZ_AKZQ01000001	44439	43969	-3	-	471	hypothetical protein	- none -	 	 
fig|1202532.9.peg.43	CDS	NZ_AKZQ01000001	44651	44457	-2	-	195	hypothetical protein	- none -	 	 
fig|1202532.9.peg.44	CDS	NZ_AKZQ01000001	47160	44953	-3	-	2208	hypothetical protein	- none -	 	 
fig|1202532.9.peg.45	CDS	NZ_AKZQ01000001	47294	47199	-2	-	96	hypothetical protein	- none -	 	 
fig|1202532.9.peg.46	CDS	NZ_AKZQ01000001	47922	47551	-3	-	372	hypothetical protein	- none -	 	 
fig|1202532.9.peg.47	CDS	NZ_AKZQ01000001	48351	47926	-3	-	426	hypothetical protein	- none -	 	 
fig|1202532.9.peg.48	CDS	NZ_AKZQ01000001	50422	48356	-1	-	2067	hypothetical protein	- none -	 	 
