Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1121887.10.peg.1	CDS	NZ_AUDK01000001	601	735	1	+	135	hypothetical protein	- none -	 	 
fig|1121887.10.peg.2	CDS	NZ_AUDK01000001	834	1136	3	+	303	hypothetical protein	- none -	 	 
fig|1121887.10.peg.3	CDS	NZ_AUDK01000001	1136	3745	2	+	2610	hypothetical protein	- none -	 	 
fig|1121887.10.peg.4	CDS	NZ_AUDK01000001	3746	4855	2	+	1110	partially conserved hypothetical protein	- none -	 	 
fig|1121887.10.peg.5	CDS	NZ_AUDK01000001	4842	5948	3	+	1107	hypothetical protein	- none -	 	 
fig|1121887.10.peg.6	CDS	NZ_AUDK01000001	7641	6634	-3	-	1008	Pectinesterase (EC 3.1.1.11)	D-Galacturonate and D-Glucuronate Utilization	 	 
fig|1121887.10.peg.7	CDS	NZ_AUDK01000001	9232	7748	-1	-	1485	hypothetical protein	- none -	 	 
fig|1121887.10.peg.8	CDS	NZ_AUDK01000001	10931	9357	-2	-	1575	hypothetical protein	- none -	 	 
fig|1121887.10.peg.9	CDS	NZ_AUDK01000001	12777	10948	-3	-	1830	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	- none -	 	 
fig|1121887.10.peg.10	CDS	NZ_AUDK01000001	16334	12795	-2	-	3540	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -	 	 
fig|1121887.10.peg.11	CDS	NZ_AUDK01000001	17642	16503	-2	-	1140	Putative anti-sigma factor	- none -	 	 
fig|1121887.10.peg.12	CDS	NZ_AUDK01000001	18603	17890	-3	-	714	hypothetical protein	- none -	 	 
fig|1121887.10.peg.13	CDS	NZ_AUDK01000001	26531	18600	-2	-	7932	hypothetical protein	- none -	 	 
fig|1121887.10.peg.14	CDS	NZ_AUDK01000001	26967	27506	3	+	540	RNA polymerase ECF-type sigma factor	- none -	 	 
fig|1121887.10.peg.15	CDS	NZ_AUDK01000001	28880	27522	-2	-	1359	Polygalacturonase (EC 3.2.1.15)	D-Galacturonate and D-Glucuronate Utilization	 	 
fig|1121887.10.peg.16	CDS	NZ_AUDK01000001	29621	28890	-2	-	732	rhamnogalacturonan acetylesterase	- none -	 	 
fig|1121887.10.peg.17	CDS	NZ_AUDK01000001	30677	29628	-2	-	1050	rhamnogalacturonan acetylesterase	- none -	 	 
fig|1121887.10.peg.18	CDS	NZ_AUDK01000001	31926	30709	-3	-	1218	Rhamnogalacturonides degradation protein RhiN	D-Galacturonate and D-Glucuronate Utilization	 	 
fig|1121887.10.peg.19	CDS	NZ_AUDK01000001	33434	31998	-2	-	1437	Polygalacturonase (EC 3.2.1.15)	D-Galacturonate and D-Glucuronate Utilization	 	 
fig|1121887.10.peg.20	CDS	NZ_AUDK01000001	33769	34794	1	+	1026	Hexuronate utilization operon transcriptional repressor ExuR	D-Galacturonate and D-Glucuronate Utilization	 	 
fig|1121887.10.peg.21	CDS	NZ_AUDK01000001	36599	34983	-2	-	1617	Altronate dehydratase (EC 4.2.1.7)	- none -	 	 
fig|1121887.10.peg.22	CDS	NZ_AUDK01000001	38079	36625	-3	-	1455	Altronate oxidoreductase (EC 1.1.1.58)	D-Galacturonate and D-Glucuronate Utilization	 	 
fig|1121887.10.peg.23	CDS	NZ_AUDK01000001	38769	38098	-3	-	672	4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	D-Galacturonate and D-Glucuronate Utilization	 	 
fig|1121887.10.peg.24	CDS	NZ_AUDK01000001	39802	38780	-1	-	1023	2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	- none -	 	 
fig|1121887.10.peg.25	CDS	NZ_AUDK01000001	41244	39835	-3	-	1410	Uronate isomerase (EC 5.3.1.12)	D-Galacturonate and D-Glucuronate Utilization	 	 
fig|1121887.10.peg.26	CDS	NZ_AUDK01000001	42054	41263	-3	-	792	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127) @ 2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125)	D-Galacturonate and D-Glucuronate Utilization; <br>D-Galacturonate and D-Glucuronate Utilization	 	 
fig|1121887.10.peg.27	CDS	NZ_AUDK01000001	42897	42058	-3	-	840	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)	D-Galacturonate and D-Glucuronate Utilization	 	 
fig|1121887.10.peg.28	CDS	NZ_AUDK01000001	44484	43039	-3	-	1446	Hexuronate transporter	D-Galacturonate and D-Glucuronate Utilization	 	 
fig|1121887.10.peg.29	CDS	NZ_AUDK01000001	48944	44913	-2	-	4032	Periplasmic ligand-binding sensor domain COG3292 / BaeS-type histidine kinase / OmpR-type DNA-binding response regulator	- none -	 	 
fig|1121887.10.peg.30	CDS	NZ_AUDK01000001	50804	48954	-2	-	1851	Calcineurin-like phosphoesterase	- none -	 	 
fig|1121887.10.peg.31	CDS	NZ_AUDK01000001	53785	50807	-1	-	2979	hypothetical protein	- none -	 	 
fig|1121887.10.peg.32	CDS	NZ_AUDK01000001	54860	53772	-2	-	1089	hypothetical protein	- none -	 	 
fig|1121887.10.peg.33	CDS	NZ_AUDK01000001	56029	54884	-1	-	1146	N-acetylglucosamine related transporter, NagX	- none -	 	 
fig|1121887.10.peg.34	CDS	NZ_AUDK01000001	58266	56032	-3	-	2235	Alpha-N-acetylglucosaminidase (EC 3.2.1.50)	- none -	 	 
fig|1121887.10.peg.35	CDS	NZ_AUDK01000001	59280	58294	-3	-	987	hypothetical protein	- none -	 	 
fig|1121887.10.peg.36	CDS	NZ_AUDK01000001	61603	59312	-1	-	2292	Alpha-1,2-mannosidase	Mannose Metabolism	 	 
fig|1121887.10.peg.37	CDS	NZ_AUDK01000001	62644	61796	-1	-	849	Glycosyl hydrolase, family 88	- none -	 	 
fig|1121887.10.peg.38	CDS	NZ_AUDK01000001	64507	62726	-1	-	1782	hypothetical protein	- none -	 	 
fig|1121887.10.peg.39	CDS	NZ_AUDK01000001	66836	64518	-2	-	2319	Alpha-1,2-mannosidase	Mannose Metabolism	 	 
fig|1121887.10.peg.40	CDS	NZ_AUDK01000001	68872	67256	-1	-	1617	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	- none -	 	 
fig|1121887.10.peg.41	CDS	NZ_AUDK01000001	71918	68904	-2	-	3015	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -	 	 
fig|1121887.10.peg.42	CDS	NZ_AUDK01000001	72495	73376	3	+	882	Inositol oxygenase (EC 1.13.99.1)	Inositol catabolism	 	 
fig|1121887.10.peg.43	CDS	NZ_AUDK01000001	73406	74986	2	+	1581	Sodium/myo-inositol cotransporter	Inositol catabolism	 	 
