Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1121897.10.peg.1	CDS	NZ_AUGO01000001	8971	2	-1	-	8970	hypothetical protein	- none -	 	 
fig|1121897.10.peg.2	CDS	NZ_AUGO01000001	9106	10005	1	+	900	NifU-like domain	- none -	 	 
fig|1121897.10.peg.3	CDS	NZ_AUGO01000001	11182	10760	-1	-	423	hypothetical protein	- none -	 	 
fig|1121897.10.peg.4	CDS	NZ_AUGO01000001	11489	11232	-2	-	258	hypothetical protein	- none -	 	 
fig|1121897.10.peg.5	CDS	NZ_AUGO01000001	12231	12004	-3	-	228	hypothetical protein	- none -	 	 
fig|1121897.10.peg.6	CDS	NZ_AUGO01000001	13406	12234	-2	-	1173	YD repeat protein	- none -	 	 
fig|1121897.10.peg.7	CDS	NZ_AUGO01000001	13470	15485	3	+	2016	Uncharacterized protein YyaL	- none -	 	 
fig|1121897.10.peg.8	CDS	NZ_AUGO01000001	15546	16064	3	+	519	hypothetical protein	- none -	 	 
fig|1121897.10.peg.9	CDS	NZ_AUGO01000001	16179	17030	3	+	852	Potassium efflux system KefA protein / Small-conductance mechanosensitive channel	Potassium homeostasis	 	 
fig|1121897.10.peg.10	CDS	NZ_AUGO01000001	17459	18145	2	+	687	hypothetical protein	- none -	 	 
fig|1121897.10.peg.11	CDS	NZ_AUGO01000001	18293	18871	2	+	579	hypothetical protein	- none -	 	 
fig|1121897.10.peg.12	CDS	NZ_AUGO01000001	18878	19474	2	+	597	hypothetical protein	- none -	 	 
fig|1121897.10.peg.13	CDS	NZ_AUGO01000001	20397	19513	-3	-	885	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|1121897.10.peg.14	CDS	NZ_AUGO01000001	20545	21666	1	+	1122	sensor histidine kinase/response regulator	- none -	 	 
fig|1121897.10.peg.15	CDS	NZ_AUGO01000001	21729	22289	3	+	561	hypothetical protein	- none -	 	 
fig|1121897.10.peg.16	CDS	NZ_AUGO01000001	24487	22346	-1	-	2142	Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)	Protein degradation	 	 
fig|1121897.10.peg.17	CDS	NZ_AUGO01000001	24718	25446	1	+	729	hypothetical protein	- none -	 	 
fig|1121897.10.peg.18	CDS	NZ_AUGO01000001	25524	26534	3	+	1011	hypothetical protein	- none -	 	 
fig|1121897.10.peg.19	CDS	NZ_AUGO01000001	26540	27298	2	+	759	hypothetical protein	- none -	 	 
fig|1121897.10.peg.20	CDS	NZ_AUGO01000001	27534	28922	3	+	1389	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases	- none -	 	 
fig|1121897.10.peg.21	CDS	NZ_AUGO01000001	29248	29625	1	+	378	hypothetical protein	- none -	 	 
fig|1121897.10.peg.22	CDS	NZ_AUGO01000001	29638	30009	1	+	372	Transcriptional regulator, MecI family	- none -	 	 
fig|1121897.10.peg.23	CDS	NZ_AUGO01000001	30006	31715	3	+	1710	Regulatory sensor-transducer, BlaR1/MecR1 family / TonB-dependent receptor	Ton and Tol transport systems	 	 
fig|1121897.10.peg.24	CDS	NZ_AUGO01000001	31716	31853	3	+	138	hypothetical protein	- none -	 	 
fig|1121897.10.peg.25	CDS	NZ_AUGO01000001	31864	32964	1	+	1101	hypothetical protein	- none -	 	 
fig|1121897.10.peg.26	CDS	NZ_AUGO01000001	33834	33085	-3	-	750	hypothetical protein	- none -	 	 
fig|1121897.10.peg.27	CDS	NZ_AUGO01000001	34268	33897	-2	-	372	hypothetical protein	- none -	 	 
fig|1121897.10.peg.28	CDS	NZ_AUGO01000001	35078	34323	-2	-	756	N-formylkynurenine (Aryl-) formamidase (EC 3.5.1.9)	- none -	 	 
fig|1121897.10.peg.29	CDS	NZ_AUGO01000001	36337	35186	-1	-	1152	Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW	- none -	 	 
fig|1121897.10.peg.30	CDS	NZ_AUGO01000001	36958	36404	-1	-	555	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)	- none -	 	 
fig|1121897.10.peg.31	CDS	NZ_AUGO01000001	36994	37935	1	+	942	hypothetical protein	- none -	 	 
fig|1121897.10.peg.32	CDS	NZ_AUGO01000001	37923	39044	3	+	1122	N-acetylglucosaminyltransferase (EC 2.4.1.-)	- none -	 	 
fig|1121897.10.peg.33	CDS	NZ_AUGO01000001	39750	39271	-3	-	480	hypothetical protein	- none -	 	 
fig|1121897.10.peg.34	CDS	NZ_AUGO01000001	39833	40333	2	+	501	probable membrane protein NMA1128	- none -	 	 
fig|1121897.10.peg.35	CDS	NZ_AUGO01000001	42113	40341	-2	-	1773	hypothetical protein	- none -	 	 
fig|1121897.10.peg.36	CDS	NZ_AUGO01000001	42477	45881	3	+	3405	hypothetical protein	- none -	 	 
fig|1121897.10.peg.37	CDS	NZ_AUGO01000001	47350	46424	-1	-	927	hypothetical protein	- none -	 	 
fig|1121897.10.peg.38	CDS	NZ_AUGO01000001	47426	47578	2	+	153	hypothetical protein	- none -	 	 
fig|1121897.10.peg.39	CDS	NZ_AUGO01000001	47936	47616	-2	-	321	Thioredoxin	- none -	 	 
fig|1121897.10.peg.40	CDS	NZ_AUGO01000001	52558	48044	-1	-	4515	DEDDh 3&#39;-5&#39; exonuclease domain / DNA polymerase III alpha subunit (EC 2.7.7.7)	- none -	 	 
fig|1121897.10.peg.41	CDS	NZ_AUGO01000001	53164	52772	-1	-	393	RNA-binding protein	- none -	 	 
fig|1121897.10.peg.42	CDS	NZ_AUGO01000001	54481	53267	-1	-	1215	hypothetical protein	- none -	 	 
fig|1121897.10.peg.43	CDS	NZ_AUGO01000001	55071	54544	-3	-	528	hypothetical protein	- none -	 	 
fig|1121897.10.peg.44	CDS	NZ_AUGO01000001	55325	55900	2	+	576	SSU ribosomal protein S16p	Ribosome SSU bacterial	 	 
fig|1121897.10.peg.45	CDS	NZ_AUGO01000001	55914	56438	3	+	525	16S rRNA processing protein RimM	- none -	 	 
fig|1121897.10.peg.46	CDS	NZ_AUGO01000001	56515	57225	1	+	711	tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase (EC 2.1.1.223)	- none -	 	 
fig|1121897.10.peg.47	CDS	NZ_AUGO01000001	57261	57398	3	+	138	hypothetical protein	- none -	 	 
fig|1121897.10.peg.48	CDS	NZ_AUGO01000001	57439	58617	1	+	1179	Glutaryl-CoA dehydrogenase (EC 1.3.8.6)	- none -	 	 
fig|1121897.10.peg.49	CDS	NZ_AUGO01000001	60361	58757	-1	-	1605	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	Pyruvate metabolism I: anaplerotic reactions, PEP	 	 
fig|1121897.10.peg.50	CDS	NZ_AUGO01000001	60826	60440	-1	-	387	FIG00018398: hypothetical regulator	- none -	 	 
