Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|37752.15.peg.1	CDS	NZ_JPRK01000001	308	156	-2	-	153	hypothetical protein	- none -	 	 
fig|37752.15.peg.2	CDS	NZ_JPRK01000001	822	2768	3	+	1947	Threonyl-tRNA synthetase (EC 6.1.1.3)	tRNA aminoacylation, Thr	 	 
fig|37752.15.peg.3	CDS	NZ_JPRK01000001	2959	3342	1	+	384	Translation initiation factor 3	Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins); <br>Translation initiation factors bacterial	 	 
fig|37752.15.peg.4	CDS	NZ_JPRK01000001	3446	3643	2	+	198	LSU ribosomal protein L35p	Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins)	 	 
fig|37752.15.peg.5	CDS	NZ_JPRK01000001	3746	4090	2	+	345	LSU ribosomal protein L20p	Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins)	 	 
fig|37752.15.peg.6	CDS	NZ_JPRK01000001	4222	5034	1	+	813	hypothetical protein	- none -	 	 
fig|37752.15.peg.7	CDS	NZ_JPRK01000001	5105	5680	2	+	576	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	- none -	 	 
fig|37752.15.peg.8	CDS	NZ_JPRK01000001	5747	6181	2	+	435	hypothetical protein	- none -	 	 
fig|37752.15.peg.9	CDS	NZ_JPRK01000001	6344	8065	2	+	1722	Two-component system sensor histidine kinase	- none -	 	 
fig|37752.15.peg.10	CDS	NZ_JPRK01000001	8065	9840	1	+	1776	Sensory box histidine kinase	- none -	 	 
fig|37752.15.peg.11	CDS	NZ_JPRK01000001	9851	10519	2	+	669	hypothetical protein	- none -	 	 
fig|37752.15.peg.12	CDS	NZ_JPRK01000001	10598	10852	2	+	255	hypothetical protein	- none -	 	 
fig|37752.15.peg.13	CDS	NZ_JPRK01000001	11098	11901	1	+	804	Endonuclease/exonuclease/phosphatase	- none -	 	 
fig|37752.15.peg.14	CDS	NZ_JPRK01000001	13157	11898	-2	-	1260	hypothetical protein	- none -	 	 
fig|37752.15.peg.15	CDS	NZ_JPRK01000001	13368	13493	3	+	126	hypothetical protein	- none -	 	 
fig|37752.15.peg.16	CDS	NZ_JPRK01000001	14162	13497	-2	-	666	DNA-binding response regulator DegU	- none -	 	 
fig|37752.15.peg.17	CDS	NZ_JPRK01000001	15066	14275	-3	-	792	Two-component system sensor histidine kinase	- none -	 	 
fig|37752.15.peg.18	CDS	NZ_JPRK01000001	15847	15221	-1	-	627	hypothetical protein	- none -	 	 
fig|37752.15.peg.19	CDS	NZ_JPRK01000001	16222	15869	-1	-	354	hypothetical protein	- none -	 	 
fig|37752.15.peg.20	CDS	NZ_JPRK01000001	17894	16350	-2	-	1545	Replicative DNA helicase (DnaB) (EC 3.6.4.12)	- none -	 	 
fig|37752.15.peg.21	CDS	NZ_JPRK01000001	18987	18034	-3	-	954	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	Fatty Acid Biosynthesis FASII; <br>Pterin synthesis related cluster	 	 
fig|37752.15.peg.22	CDS	NZ_JPRK01000001	19987	19100	-1	-	888	hypothetical protein	- none -	 	 
fig|37752.15.peg.23	CDS	NZ_JPRK01000001	21062	19974	-2	-	1089	Lipopolysaccharide export system permease protein LptG	- none -	 	 
fig|37752.15.peg.24	CDS	NZ_JPRK01000001	22259	21129	-2	-	1131	Queuine tRNA-ribosyltransferase (EC 2.4.2.29)	- none -	 	 
fig|37752.15.peg.25	CDS	NZ_JPRK01000001	22645	23505	1	+	861	Cellobiose phosphotransferase system YdjC-like protein	- none -	 	 
fig|37752.15.peg.26	CDS	NZ_JPRK01000001	23691	23990	3	+	300	hypothetical protein	- none -	 	 
fig|37752.15.peg.27	CDS	NZ_JPRK01000001	25486	24074	-1	-	1413	hypothetical protein	- none -	 	 
fig|37752.15.peg.28	CDS	NZ_JPRK01000001	26196	25483	-3	-	714	Glycosyl transferase, family 2	- none -	 	 
fig|37752.15.peg.29	CDS	NZ_JPRK01000001	26483	27331	2	+	849	Transketolase, N-terminal section (EC 2.2.1.1)	Pentose phosphate pathway	 	 
fig|37752.15.peg.30	CDS	NZ_JPRK01000001	27409	28362	1	+	954	Transketolase, C-terminal section (EC 2.2.1.1)	Pentose phosphate pathway	 	 
fig|37752.15.peg.31	CDS	NZ_JPRK01000001	29772	28582	-3	-	1191	hypothetical protein	- none -	 	 
fig|37752.15.peg.32	CDS	NZ_JPRK01000001	29852	30241	2	+	390	Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)	DNA replication cluster 1	 	 
fig|37752.15.peg.33	CDS	NZ_JPRK01000001	30311	30811	2	+	501	Uncharacterized protein SAV2112	- none -	 	 
fig|37752.15.peg.34	CDS	NZ_JPRK01000001	31321	30803	-1	-	519	Shikimate kinase I (EC 2.7.1.71)	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	 	 
fig|37752.15.peg.35	CDS	NZ_JPRK01000001	32628	31840	-3	-	789	hypothetical protein	- none -	 	 
fig|37752.15.peg.36	CDS	NZ_JPRK01000002	1206	733	-3	-	474	hypothetical protein	- none -	 	 
fig|37752.15.peg.37	CDS	NZ_JPRK01000002	1660	1235	-1	-	426	hypothetical protein	- none -	 	 
fig|37752.15.peg.38	CDS	NZ_JPRK01000002	2999	1671	-2	-	1329	hypothetical protein	- none -	 	 
fig|37752.15.peg.39	CDS	NZ_JPRK01000002	3262	3951	1	+	690	two-component system response regulator	- none -	 	 
fig|37752.15.peg.40	CDS	NZ_JPRK01000002	3948	5309	3	+	1362	sensor histidine kinase	- none -	 	 
fig|37752.15.peg.41	CDS	NZ_JPRK01000002	5665	5330	-1	-	336	hypothetical protein	- none -	 	 
fig|37752.15.peg.42	CDS	NZ_JPRK01000002	5735	6181	2	+	447	hypothetical protein	- none -	 	 
fig|37752.15.peg.43	CDS	NZ_JPRK01000002	6404	7372	2	+	969	Hydrolase, alpha/beta fold family	- none -	 	 
fig|37752.15.peg.44	CDS	NZ_JPRK01000002	8003	7398	-2	-	606	RNA polymerase ECF-type sigma factor	- none -	 	 
fig|37752.15.peg.45	CDS	NZ_JPRK01000002	8295	9446	3	+	1152	Putative anti-sigma factor	- none -	 	 
fig|37752.15.peg.46	CDS	NZ_JPRK01000002	9665	13237	2	+	3573	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -	 	 
fig|37752.15.peg.47	CDS	NZ_JPRK01000002	13255	14661	1	+	1407	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	- none -	 	 
fig|37752.15.peg.48	CDS	NZ_JPRK01000002	14728	15930	1	+	1203	Thiol:disulfide interchange protein	- none -	 	 
fig|37752.15.peg.49	CDS	NZ_JPRK01000002	16064	17203	2	+	1140	Thiol:disulfide interchange protein	- none -	 	 
fig|37752.15.peg.50	CDS	NZ_JPRK01000002	17347	20142	1	+	2796	FIG015547: peptidase, M16 family / FIG015287: Zinc protease	- none -	 	 
fig|37752.15.peg.51	CDS	NZ_JPRK01000002	20487	22487	3	+	2001	Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)	Biogenesis of c-type cytochromes; <br>Periplasmic disulfide interchange	 	 
fig|37752.15.peg.52	CDS	NZ_JPRK01000002	22510	24009	1	+	1500	Cysteine desulfurase (EC 2.8.1.7)	Alanine biosynthesis; <br>CBSS-84588.1.peg.1247; <br>Iron-sulfur cluster assembly; <br>mnm5U34 biosynthesis bacteria	 	 
fig|37752.15.peg.53	CDS	NZ_JPRK01000002	24279	24848	3	+	570	RNA polymerase ECF-type sigma factor	- none -	 	 
fig|37752.15.peg.54	CDS	NZ_JPRK01000002	25044	26177	3	+	1134	Putative anti-sigma factor	- none -	 	 
fig|37752.15.peg.55	CDS	NZ_JPRK01000002	26312	29950	2	+	3639	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -	 	 
fig|37752.15.peg.56	CDS	NZ_JPRK01000002	29955	31379	3	+	1425	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	- none -	 	 
fig|37752.15.peg.57	CDS	NZ_JPRK01000002	31385	33820	2	+	2436	hypothetical protein	- none -	 	 
fig|37752.15.peg.58	CDS	NZ_JPRK01000002	33817	34338	1	+	522	CzcABC family efflux RND transporter, membrane fusion protein	- none -	 	 
fig|37752.15.peg.59	CDS	NZ_JPRK01000002	36417	34489	-3	-	1929	Outer membrane lipoprotein omp16 precursor	Ton and Tol transport systems	 	 
fig|37752.15.peg.60	CDS	NZ_JPRK01000002	37351	36428	-1	-	924	hypothetical protein	- none -	 	 
fig|37752.15.peg.61	CDS	NZ_JPRK01000002	48191	37380	-2	-	10812	Conserved repeat domain protein	- none -	 	 
fig|37752.15.peg.62	CDS	NZ_JPRK01000002	49231	48518	-1	-	714	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|37752.15.peg.63	CDS	NZ_JPRK01000002	50349	49291	-3	-	1059	Putative two-component system sensor protein, no kinase domain	- none -	 	 
fig|37752.15.peg.64	CDS	NZ_JPRK01000002	50462	50680	2	+	219	hypothetical protein	- none -	 	 
fig|37752.15.peg.65	CDS	NZ_JPRK01000002	50834	52711	2	+	1878	sodium-solute symporter, putative	- none -	 	 
fig|37752.15.peg.66	CDS	NZ_JPRK01000002	53017	53982	1	+	966	1,4-beta-mannosyl-N-acetylglucosamine phosphorylase (EC 2.4.1.320)	- none -	 	 
fig|37752.15.peg.67	CDS	NZ_JPRK01000002	53990	55057	2	+	1068	hypothetical protein	- none -	 	 
fig|37752.15.peg.68	CDS	NZ_JPRK01000002	55064	56143	2	+	1080	hypothetical protein	- none -	 	 
fig|37752.15.peg.69	CDS	NZ_JPRK01000002	56448	59588	3	+	3141	beta-galactosidase (EC 3.2.1.23)	- none -	 	 
fig|37752.15.peg.70	CDS	NZ_JPRK01000002	59594	61918	2	+	2325	beta-glycosyl hydrolase	- none -	 	 
fig|37752.15.peg.71	CDS	NZ_JPRK01000002	62202	63686	3	+	1485	alpha-L-fucosidase (EC 3.2.1.51)	- none -	 	 
fig|37752.15.peg.72	CDS	NZ_JPRK01000002	63697	65937	1	+	2241	Alpha-1,2-mannosidase	Mannose Metabolism	 	 
fig|37752.15.peg.73	CDS	NZ_JPRK01000002	68460	66334	-3	-	2127	alpha-L-fucosidase (EC 3.2.1.51)	- none -	 	 
fig|37752.15.peg.74	CDS	NZ_JPRK01000002	69940	68495	-1	-	1446	alpha-L-fucosidase (EC 3.2.1.51)	- none -	 	 
fig|37752.15.peg.75	CDS	NZ_JPRK01000002	70991	69987	-2	-	1005	N4-(beta-N-acetylglucosaminyl)-L-asparaginase, putative	- none -	 	 
fig|37752.15.peg.76	CDS	NZ_JPRK01000002	71906	71004	-2	-	903	Predicted N-acetyl-glucosamine kinase 2, ROK family (EC 2.7.1.59)	Chitin and N-acetylglucosamine utilization	 	 
fig|37752.15.peg.77	CDS	NZ_JPRK01000002	74572	72116	-1	-	2457	hypothetical protein	- none -	 	 
fig|37752.15.peg.78	CDS	NZ_JPRK01000002	74952	75086	3	+	135	hypothetical protein	- none -	 	 
fig|37752.15.peg.79	CDS	NZ_JPRK01000002	75118	75933	1	+	816	Transcriptional regulator, AraC family	- none -	 	 
fig|37752.15.peg.80	CDS	NZ_JPRK01000002	76327	76181	-1	-	147	hypothetical protein	- none -	 	 
fig|37752.15.peg.81	CDS	NZ_JPRK01000002	76459	76806	1	+	348	L-fucose mutarotase, type 2 (EC 5.1.3.29)	- none -	 	 
fig|37752.15.peg.82	CDS	NZ_JPRK01000002	76793	77626	2	+	834	L-fuconolactone hydrolase	- none -	 	 
fig|37752.15.peg.83	CDS	NZ_JPRK01000002	77872	78651	1	+	780	L-fuco-beta-pyranose dehydrogenase, type 2 (EC 1.1.1.122)	- none -	 	 
fig|37752.15.peg.84	CDS	NZ_JPRK01000002	78710	81259	2	+	2550	beta-galactosidase (EC 3.2.1.23)	- none -	 	 
fig|37752.15.peg.85	CDS	NZ_JPRK01000002	81471	82808	3	+	1338	alpha-L-fucosidase (EC 3.2.1.51)	- none -	 	 
fig|37752.15.peg.86	CDS	NZ_JPRK01000002	82945	85614	1	+	2670	beta-glucosidase (EC 3.2.1.21)	- none -	 	 
fig|37752.15.peg.87	CDS	NZ_JPRK01000002	85659	86849	3	+	1191	hypothetical protein	- none -	 	 
fig|37752.15.peg.88	CDS	NZ_JPRK01000002	87478	88491	1	+	1014	Transcriptional regulator, LacI family	- none -	 	 
fig|37752.15.peg.89	CDS	NZ_JPRK01000002	88758	92096	3	+	3339	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -	 	 
fig|37752.15.peg.90	CDS	NZ_JPRK01000002	92127	93692	3	+	1566	hypothetical protein	- none -	 	 
fig|37752.15.peg.91	CDS	NZ_JPRK01000002	95209	94241	-1	-	969	Putative aminopeptidase	- none -	 	 
fig|37752.15.peg.92	CDS	NZ_JPRK01000002	96636	95305	-3	-	1332	alpha-L-fucosidase (EC 3.2.1.51)	- none -	 	 
fig|37752.15.peg.93	CDS	NZ_JPRK01000002	98640	96967	-3	-	1674	hypothetical protein	- none -	 	 
fig|37752.15.peg.94	CDS	NZ_JPRK01000002	99071	99823	2	+	753	hypothetical protein	- none -	 	 
fig|37752.15.peg.95	CDS	NZ_JPRK01000002	99841	101622	1	+	1782	mannose-6-phosphate isomerase, class I	- none -	 	 
fig|37752.15.peg.96	CDS	NZ_JPRK01000002	101988	103418	3	+	1431	D-xylose proton-symporter XylE	Xylose utilization	 	 
fig|37752.15.peg.97	CDS	NZ_JPRK01000002	103711	105225	1	+	1515	Arylsulfatase (EC 3.1.6.1)	Galactosylceramide and Sulfatide metabolism; <br>Sulfatases and sulfatase modifying factor 1	 	 
fig|37752.15.peg.98	CDS	NZ_JPRK01000002	105242	107623	2	+	2382	Alpha-1,2-mannosidase	Mannose Metabolism	 	 
fig|37752.15.peg.99	CDS	NZ_JPRK01000002	107904	109196	3	+	1293	hypothetical protein	- none -	 	 
fig|37752.15.peg.100	CDS	NZ_JPRK01000002	109588	111771	1	+	2184	beta-glucosidase (EC 3.2.1.21)	- none -	 	 
fig|37752.15.peg.101	CDS	NZ_JPRK01000002	111921	114179	3	+	2259	Alpha-1,2-mannosidase	Mannose Metabolism	 	 
fig|37752.15.peg.102	CDS	NZ_JPRK01000002	114503	115408	2	+	906	hypothetical protein	- none -	 	 
fig|37752.15.peg.103	CDS	NZ_JPRK01000002	115543	116832	1	+	1290	Fucose permease	- none -	 	 
fig|37752.15.peg.104	CDS	NZ_JPRK01000002	116849	118504	2	+	1656	Altronate dehydratase (EC 4.2.1.7)	- none -	 	 
fig|37752.15.peg.105	CDS	NZ_JPRK01000002	118835	119599	2	+	765	Oxidoreductase, short-chain dehydrogenase/reductase family	- none -	 	 
fig|37752.15.peg.106	CDS	NZ_JPRK01000002	119606	120343	2	+	738	Predicted L-lactate dehydrogenase, Fe-S oxidoreductase subunit YkgE	Lactate utilization	 	 
fig|37752.15.peg.107	CDS	NZ_JPRK01000002	120666	122039	3	+	1374	Predicted L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit YkgF	Lactate utilization	 	 
fig|37752.15.peg.108	CDS	NZ_JPRK01000002	122058	122642	3	+	585	Predicted L-lactate dehydrogenase, hypothetical protein subunit SO1518	Lactate utilization	 	 
fig|37752.15.peg.109	CDS	NZ_JPRK01000002	122703	123557	3	+	855	5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.68)	Aromatic amino acid degradation	 	 
fig|37752.15.peg.110	CDS	NZ_JPRK01000002	123820	123942	1	+	123	hypothetical protein	- none -	 	 
fig|37752.15.peg.111	CDS	NZ_JPRK01000002	124003	125640	1	+	1638	beta-glycosyl hydrolase	- none -	 	 
fig|37752.15.peg.112	CDS	NZ_JPRK01000002	125875	128202	1	+	2328	beta-glycosyl hydrolase	- none -	 	 
fig|37752.15.peg.113	CDS	NZ_JPRK01000002	129001	128504	-1	-	498	hypothetical protein	- none -	 	 
fig|37752.15.peg.114	CDS	NZ_JPRK01000002	130037	129561	-2	-	477	hypothetical protein	- none -	 	 
