Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1121890.11.peg.1	CDS	NZ_AUDO01000001	781	626	-1	-	156	hypothetical protein	- none -	 	 
fig|1121890.11.peg.2	CDS	NZ_AUDO01000001	797	2083	2	+	1287	hypothetical protein	- none -	 	 
fig|1121890.11.peg.3	CDS	NZ_AUDO01000001	3207	2107	-3	-	1101	Fic domain protein, PA0574 type	- none -	 	 
fig|1121890.11.peg.4	CDS	NZ_AUDO01000001	4152	3364	-3	-	789	Lipase-related protein	- none -	 	 
fig|1121890.11.peg.5	CDS	NZ_AUDO01000001	5304	4165	-3	-	1140	Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)	Group II intron-associated genes	 	 
fig|1121890.11.peg.6	CDS	NZ_AUDO01000001	6795	5518	-3	-	1278	hypothetical protein	- none -	 	 
fig|1121890.11.peg.7	CDS	NZ_AUDO01000001	9737	6858	-2	-	2880	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	Restriction-Modification System; <br>Type I Restriction-Modification	 	 
fig|1121890.11.peg.8	CDS	NZ_AUDO01000001	10057	9764	-1	-	294	hypothetical protein	- none -	 	 
fig|1121890.11.peg.9	CDS	NZ_AUDO01000001	10834	10088	-1	-	747	hypothetical protein	- none -	 	 
fig|1121890.11.peg.10	CDS	NZ_AUDO01000001	12048	10837	-3	-	1212	Type I restriction-modification system, specificity subunit S	- none -	 	 
fig|1121890.11.peg.11	CDS	NZ_AUDO01000001	13794	12232	-3	-	1563	Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	Restriction-Modification System; <br>Type I Restriction-Modification	 	 
fig|1121890.11.peg.12	CDS	NZ_AUDO01000001	14344	14862	1	+	519	hypothetical protein	- none -	 	 
fig|1121890.11.peg.13	CDS	NZ_AUDO01000001	15419	14979	-2	-	441	hypothetical protein	- none -	 	 
fig|1121890.11.peg.14	CDS	NZ_AUDO01000001	16248	15445	-3	-	804	Mobilization protein BmgA	- none -	 	 
fig|1121890.11.peg.15	CDS	NZ_AUDO01000001	16547	16251	-2	-	297	hypothetical protein	- none -	 	 
fig|1121890.11.peg.16	CDS	NZ_AUDO01000001	17563	16712	-1	-	852	DNA primase, TraP-type	- none -	 	 
fig|1121890.11.peg.17	CDS	NZ_AUDO01000001	19729	17861	-1	-	1869	DNA primase (EC 2.7.7.-)	CBSS-349161.4.peg.2417	 	 
fig|1121890.11.peg.18	CDS	NZ_AUDO01000001	20111	19827	-2	-	285	putative excisionase	- none -	 	 
fig|1121890.11.peg.19	CDS	NZ_AUDO01000001	21248	20238	-2	-	1011	hypothetical protein	- none -	 	 
fig|1121890.11.peg.20	CDS	NZ_AUDO01000001	21798	21547	-3	-	252	SSU ribosomal protein S20p	Ribosome SSU bacterial	 	 
fig|1121890.11.peg.21	CDS	NZ_AUDO01000001	23693	22215	-2	-	1479	Prolyl-tRNA synthetase (EC 6.1.1.15), archaeal/eukaryal type	tRNA aminoacylation, Pro	 	 
fig|1121890.11.peg.22	CDS	NZ_AUDO01000001	23795	24868	2	+	1074	hypothetical protein	- none -	 	 
fig|1121890.11.peg.23	CDS	NZ_AUDO01000001	24908	26413	2	+	1506	putative hemin receptor	- none -	 	 
fig|1121890.11.peg.24	CDS	NZ_AUDO01000001	26618	27931	2	+	1314	Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase (EC 2.8.4.4)	- none -	 	 
fig|1121890.11.peg.25	CDS	NZ_AUDO01000001	27974	28438	2	+	465	Neuropeptide-like protein 29 precursor	- none -	 	 
fig|1121890.11.peg.26	CDS	NZ_AUDO01000001	28455	29357	3	+	903	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	Murein Hydrolases; <br>Recycling of Peptidoglycan Amino Acids	 	 
fig|1121890.11.peg.27	CDS	NZ_AUDO01000001	30570	29557	-3	-	1014	hypothetical protein	- none -	 	 
fig|1121890.11.peg.28	CDS	NZ_AUDO01000001	32661	31120	-3	-	1542	Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	- none -	 	 
fig|1121890.11.peg.29	CDS	NZ_AUDO01000001	34107	32665	-3	-	1443	Pyruvate carboxylase subunit A (EC 6.4.1.1)	- none -	 	 
fig|1121890.11.peg.30	CDS	NZ_AUDO01000001	34692	34207	-3	-	486	Biotin carboxyl carrier protein of acetyl-CoA carboxylase; Biotin carboxyl carrier protein	Fatty Acid Biosynthesis FASII; <br>Fatty Acid Biosynthesis FASII	 	 
fig|1121890.11.peg.31	CDS	NZ_AUDO01000001	36984	34780	-3	-	2205	FIG00653582: hypothetical protein	- none -	 	 
fig|1121890.11.peg.32	CDS	NZ_AUDO01000001	38374	37091	-1	-	1284	Uncharacterized MFS-type transporter YhjE	- none -	 	 
fig|1121890.11.peg.33	CDS	NZ_AUDO01000001	38629	39336	1	+	708	RNA polymerase ECF-type sigma factor	- none -	 	 
fig|1121890.11.peg.34	CDS	NZ_AUDO01000001	39427	40536	1	+	1110	anti-FecI sigma factor FecR	- none -	 	 
fig|1121890.11.peg.35	CDS	NZ_AUDO01000001	40694	40852	2	+	159	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -	 	 
fig|1121890.11.peg.36	CDS	NZ_AUDO01000001	41128	44418	1	+	3291	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -	 	 
fig|1121890.11.peg.37	CDS	NZ_AUDO01000001	44430	45908	3	+	1479	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	- none -	 	 
fig|1121890.11.peg.38	CDS	NZ_AUDO01000001	45920	46777	2	+	858	hypothetical protein	- none -	 	 
fig|1121890.11.peg.39	CDS	NZ_AUDO01000001	46793	48130	2	+	1338	hypothetical protein	- none -	 	 
fig|1121890.11.peg.40	CDS	NZ_AUDO01000001	48308	49897	2	+	1590	Glucosaminyl-malate:cysteine ligase	- none -	 	 
fig|1121890.11.peg.41	CDS	NZ_AUDO01000001	49981	50400	1	+	420	Nucleoside diphosphate kinase (EC 2.7.4.6)	Purine conversions; <br>pyrimidine conversions	 	 
fig|1121890.11.peg.42	CDS	NZ_AUDO01000001	51392	50502	-2	-	891	putative oxidoreductase, nitronate monooxygenase family	- none -	 	 
