Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1121901.10.peg.1	CDS	NZ_AUDN01000007	486	1838	3	+	1353	hypothetical protein	- none -	 	 
fig|1121901.10.peg.2	CDS	NZ_AUDN01000007	1840	2880	1	+	1041	hypothetical protein	- none -	 	 
fig|1121901.10.peg.3	CDS	NZ_AUDN01000007	2885	3979	2	+	1095	hypothetical protein	- none -	 	 
fig|1121901.10.peg.4	CDS	NZ_AUDN01000007	3963	4118	3	+	156	hypothetical protein	- none -	 	 
fig|1121901.10.peg.5	CDS	NZ_AUDN01000007	4151	4282	2	+	132	hypothetical protein	- none -	 	 
fig|1121901.10.peg.6	CDS	NZ_AUDN01000007	4982	5077	2	+	96	hypothetical protein	- none -	 	 
fig|1121901.10.peg.7	CDS	NZ_AUDN01000007	5111	5305	2	+	195	hypothetical protein	- none -	 	 
fig|1121901.10.peg.8	CDS	NZ_AUDN01000007	5696	5553	-2	-	144	hypothetical protein	- none -	 	 
fig|1121901.10.peg.9	CDS	NZ_AUDN01000007	5833	6639	1	+	807	hypothetical protein	- none -	 	 
fig|1121901.10.peg.10	CDS	NZ_AUDN01000007	6636	7418	3	+	783	hypothetical protein	- none -	 	 
fig|1121901.10.peg.11	CDS	NZ_AUDN01000007	7731	7871	3	+	141	hypothetical protein	- none -	 	 
fig|1121901.10.peg.12	CDS	NZ_AUDN01000007	9187	7952	-1	-	1236	Transposase	- none -	 	 
fig|1121901.10.peg.13	CDS	NZ_AUDN01000007	10798	9665	-1	-	1134	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)	Riboflavin, FMN and FAD metabolism; <br>Riboflavin, FMN and FAD metabolism; <br>Riboflavin synthesis cluster; <br>Riboflavin synthesis cluster; <br>riboflavin to FAD	 	 
fig|1121901.10.peg.14	CDS	NZ_AUDN01000007	12272	10788	-2	-	1485	Lipopolysaccharide export system permease protein LptF	- none -	 	 
fig|1121901.10.peg.15	CDS	NZ_AUDN01000007	12935	12282	-2	-	654	Outer membrane lipoprotein carrier protein LolA	Lipoprotein sorting system	 	 
fig|1121901.10.peg.16	CDS	NZ_AUDN01000007	15387	12937	-3	-	2451	DNA translocase FtsK	- none -	 	 
fig|1121901.10.peg.17	CDS	NZ_AUDN01000007	15818	15444	-2	-	375	Diacylglycerol kinase (EC 2.7.1.107)	Riboflavin synthesis cluster	 	 
fig|1121901.10.peg.18	CDS	NZ_AUDN01000007	16318	15821	-1	-	498	Thiol peroxidase, Tpx-type (EC 1.11.1.15)	Thioredoxin-disulfide reductase	 	 
fig|1121901.10.peg.19	CDS	NZ_AUDN01000007	17433	16444	-3	-	990	Integral membrane protein TerC	- none -	 	 
fig|1121901.10.peg.20	CDS	NZ_AUDN01000007	20167	17468	-1	-	2700	DNA topoisomerase IV subunit A (EC 5.99.1.3)	- none -	 	 
fig|1121901.10.peg.21	CDS	NZ_AUDN01000007	21345	20179	-3	-	1167	hypothetical protein	- none -	 	 
fig|1121901.10.peg.22	CDS	NZ_AUDN01000007	21545	21366	-2	-	180	hypothetical protein	- none -	 	 
fig|1121901.10.peg.23	CDS	NZ_AUDN01000007	23468	21612	-2	-	1857	DNA topoisomerase IV subunit B (EC 5.99.1.3)	- none -	 	 
fig|1121901.10.peg.24	CDS	NZ_AUDN01000007	24259	23594	-1	-	666	hypothetical protein	- none -	 	 
fig|1121901.10.peg.25	CDS	NZ_AUDN01000007	24921	24424	-3	-	498	hypothetical protein	- none -	 	 
fig|1121901.10.peg.26	CDS	NZ_AUDN01000007	25839	25051	-3	-	789	hypothetical protein	- none -	 	 
fig|1121901.10.peg.27	CDS	NZ_AUDN01000007	26102	27163	2	+	1062	Chorismate synthase (EC 4.2.3.5)	Common Pathway For Synthesis of Aromatic Compounds (DAHP synthase to chorismate)	 	 
fig|1121901.10.peg.28	CDS	NZ_AUDN01000007	27160	28449	1	+	1290	Proton/glutamate symporter	- none -	 	 
fig|1121901.10.peg.29	CDS	NZ_AUDN01000007	28828	29037	1	+	210	hypothetical protein	- none -	 	 
fig|1121901.10.peg.30	CDS	NZ_AUDN01000007	29169	29330	3	+	162	hypothetical protein	- none -	 	 
fig|1121901.10.peg.31	CDS	NZ_AUDN01000007	29358	29483	3	+	126	hypothetical protein	- none -	 	 
fig|1121901.10.peg.32	CDS	NZ_AUDN01000007	30992	29775	-2	-	1218	hypothetical protein	- none -	 	 
fig|1121901.10.peg.33	CDS	NZ_AUDN01000007	33867	31066	-3	-	2802	Excinuclease ABC subunit A paralog in greater Bacteroides group	DNA repair, UvrABC system	 	 
fig|1121901.10.peg.34	CDS	NZ_AUDN01000007	34140	34724	3	+	585	RNA polymerase ECF-type sigma factor	- none -	 	 
fig|1121901.10.peg.35	CDS	NZ_AUDN01000007	34772	34915	2	+	144	hypothetical protein	- none -	 	 
fig|1121901.10.peg.36	CDS	NZ_AUDN01000007	35601	34936	-3	-	666	Endonuclease III (EC 4.2.99.18)	- none -	 	 
fig|1121901.10.peg.37	CDS	NZ_AUDN01000007	35636	36088	2	+	453	Thiol peroxidase, Bcp-type (EC 1.11.1.15)	Thioredoxin-disulfide reductase	 	 
fig|1121901.10.peg.38	CDS	NZ_AUDN01000007	37514	36336	-2	-	1179	hypothetical protein	- none -	 	 
fig|1121901.10.peg.39	CDS	NZ_AUDN01000007	38916	37633	-3	-	1284	Fumarylacetoacetase (EC 3.7.1.2)	Homogentisate pathway of aromatic compound degradation; <br>Pterin carbinolamine dehydratase; <br>Salicylate and gentisate catabolism	 	 
fig|1121901.10.peg.40	CDS	NZ_AUDN01000007	39028	40302	1	+	1275	Serine hydroxymethyltransferase (EC 2.1.2.1)	5-FCL-like protein; <br>Glycine Biosynthesis; <br>Glycine and Serine Utilization; <br>Serine Biosynthesis	 	 
fig|1121901.10.peg.41	CDS	NZ_AUDN01000007	40542	41135	3	+	594	tRNA-(ms[2]io[6]A)-hydroxylase	- none -	 	 
fig|1121901.10.peg.42	CDS	NZ_AUDN01000007	41241	41738	3	+	498	GCN5-related N-acetyltransferase	- none -	 	 
fig|1121901.10.peg.43	CDS	NZ_AUDN01000007	42434	41865	-2	-	570	Related to MCBG protein	- none -	 	 
fig|1121901.10.peg.44	CDS	NZ_AUDN01000007	42634	43752	1	+	1119	FIG024850: short form Mg-chelase associated protein with vWA domain	CBSS-336982.3.peg.1011	 	 
fig|1121901.10.peg.45	CDS	NZ_AUDN01000007	43909	45372	1	+	1464	Magnesium chelatase, subunit ChlI (EC 6.6.1.1)	CBSS-336982.3.peg.1011	 	 
fig|1121901.10.peg.46	CDS	NZ_AUDN01000007	46153	45461	-1	-	693	FIG00552317: hypothetical protein	- none -	 	 
fig|1121901.10.peg.47	CDS	NZ_AUDN01000007	46444	46157	-1	-	288	FIG00552317: hypothetical protein	- none -	 	 
fig|1121901.10.peg.48	CDS	NZ_AUDN01000007	46839	46540	-3	-	300	Thioredoxin	- none -	 	 
fig|1121901.10.peg.49	CDS	NZ_AUDN01000007	47039	46842	-2	-	198	hypothetical protein	- none -	 	 
fig|1121901.10.peg.50	CDS	NZ_AUDN01000007	47691	47098	-3	-	594	hypothetical protein	- none -	 	 
fig|1121901.10.peg.51	CDS	NZ_AUDN01000007	48175	47678	-1	-	498	RNA polymerase ECF-type sigma factor	- none -	 	 
fig|1121901.10.peg.52	CDS	NZ_AUDN01000007	49173	48322	-3	-	852	Hydrolase, alpha/beta hydrolase fold family	- none -	 	 
fig|1121901.10.peg.53	CDS	NZ_AUDN01000007	49600	49343	-1	-	258	hypothetical protein	- none -	 	 
fig|1121901.10.peg.54	CDS	NZ_AUDN01000007	49921	49607	-1	-	315	Thioredoxin	- none -	 	 
fig|1121901.10.peg.55	CDS	NZ_AUDN01000007	50646	50008	-3	-	639	Alkyl hydroperoxide reductase subunit C-like protein	Oxidative stress; <br>Thioredoxin-disulfide reductase	 	 
fig|1121901.10.peg.56	CDS	NZ_AUDN01000007	53024	50841	-2	-	2184	Catalase-peroxidase KatG (EC 1.11.1.21)	- none -	 	 
fig|1121901.10.peg.57	CDS	NZ_AUDN01000007	54660	53176	-3	-	1485	Na+/H+ antiporter NhaC	- none -	 	 
fig|1121901.10.peg.58	CDS	NZ_AUDN01000007	54841	56406	1	+	1566	hypothetical protein	- none -	 	 
fig|1121901.10.peg.59	CDS	NZ_AUDN01000007	57681	56479	-3	-	1203	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)	- none -	 	 
fig|1121901.10.peg.60	CDS	NZ_AUDN01000007	57843	58301	3	+	459	Transcriptional regulator, AsnC family	- none -	 	 
