Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|991.24.peg.1	CDS	NZ_JPRM01000001	1624	389	-1	-	1236	ABC transporter, permease protein	- none -	 	 
fig|991.24.peg.2	CDS	NZ_JPRM01000001	2222	1728	-2	-	495	hypothetical protein	- none -	 	 
fig|991.24.peg.3	CDS	NZ_JPRM01000001	2297	3004	2	+	708	SAM-dependent methyltransferase	- none -	 	 
fig|991.24.peg.4	CDS	NZ_JPRM01000001	3020	3562	2	+	543	Putative metal-dependent hydrolase YfiT	- none -	 	 
fig|991.24.peg.5	CDS	NZ_JPRM01000001	4337	3705	-2	-	633	7-carboxy-7-deazaguanine synthase (EC 4.3.99.3)	- none -	 	 
fig|991.24.peg.6	CDS	NZ_JPRM01000001	6106	4439	-1	-	1668	Tetratricopeptide repeat family protein	- none -	 	 
fig|991.24.peg.7	CDS	NZ_JPRM01000001	7043	6123	-2	-	921	Putative phosphate ABC transporter, phosphate-binding component	- none -	 	 
fig|991.24.peg.8	CDS	NZ_JPRM01000001	7276	7046	-1	-	231	hypothetical protein	- none -	 	 
fig|991.24.peg.9	CDS	NZ_JPRM01000001	8070	7276	-3	-	795	putative TonB-dependent receptor	- none -	 	 
fig|991.24.peg.10	CDS	NZ_JPRM01000001	8667	8110	-3	-	558	Biopolymer transport protein ExbD/TolR	Ton and Tol transport systems	 	 
fig|991.24.peg.11	CDS	NZ_JPRM01000001	9298	8687	-1	-	612	Biopolymer transport protein ExbD/TolR	Ton and Tol transport systems	 	 
fig|991.24.peg.12	CDS	NZ_JPRM01000001	10166	9345	-2	-	822	MotA/TolQ/ExbB proton channel family protein	Ton and Tol transport systems	 	 
fig|991.24.peg.13	CDS	NZ_JPRM01000001	10546	12060	1	+	1515	Uncharacterized protein YjgR	- none -	 	 
