Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1121895.11.peg.1	CDS	NZ_KB899966	3	194	3	+	192	hypothetical protein	- none -	 	 
fig|1121895.11.peg.2	CDS	NZ_KB899966	675	325	-3	-	351	Translation initiation factor SUI1-related protein	Translation initiation factors bacterial	 	 
fig|1121895.11.peg.3	CDS	NZ_KB899966	1103	729	-2	-	375	hypothetical protein	- none -	 	 
fig|1121895.11.peg.4	CDS	NZ_KB899966	2122	1172	-1	-	951	Oxidoreductase	- none -	 	 
fig|1121895.11.peg.5	CDS	NZ_KB899966	2282	2956	2	+	675	hypothetical protein	- none -	 	 
fig|1121895.11.peg.6	CDS	NZ_KB899966	3105	4799	3	+	1695	Phosphodiesterase/alkaline phosphatase D	- none -	 	 
fig|1121895.11.peg.7	CDS	NZ_KB899966	5714	5133	-2	-	582	Protein PhnA	- none -	 	 
fig|1121895.11.peg.8	CDS	NZ_KB899966	6257	5889	-2	-	369	hypothetical protein	- none -	 	 
fig|1121895.11.peg.9	CDS	NZ_KB899966	6877	8853	1	+	1977	TTP-dependent protein, related to E1 component of pyruvate/2-oxoglutarate/acetoin dehydrogenase	- none -	 	 
fig|1121895.11.peg.10	CDS	NZ_KB899966	9304	8999	-1	-	306	hypothetical protein	- none -	 	 
fig|1121895.11.peg.11	CDS	NZ_KB899966	10584	9328	-3	-	1257	Fatty acid hydroxylase family (carotene hydroxylase/sterol desaturase)	- none -	 	 
fig|1121895.11.peg.12	CDS	NZ_KB899966	11860	10667	-1	-	1194	Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily	- none -	 	 
fig|1121895.11.peg.13	CDS	NZ_KB899966	12067	12909	1	+	843	Naphthoate synthase (EC 4.1.3.36)	- none -	 	 
fig|1121895.11.peg.14	CDS	NZ_KB899966	12961	13560	1	+	600	hypothetical protein	- none -	 	 
fig|1121895.11.peg.15	CDS	NZ_KB899966	13547	15046	2	+	1500	hypothetical protein	- none -	 	 
fig|1121895.11.peg.16	CDS	NZ_KB899966	15082	15984	1	+	903	1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)	- none -	 	 
fig|1121895.11.peg.17	CDS	NZ_KB899966	16044	16721	3	+	678	Metal-dependent hydrolase	- none -	 	 
fig|1121895.11.peg.18	CDS	NZ_KB899966	16832	17866	2	+	1035	O-succinylbenzoate synthase (EC 4.2.1.113)	Muconate lactonizing enzyme family	 	 
fig|1121895.11.peg.19	CDS	NZ_KB899966	17866	18501	1	+	636	hypothetical protein	- none -	 	 
fig|1121895.11.peg.20	CDS	NZ_KB899966	18778	19080	1	+	303	hypothetical protein	- none -	 	 
fig|1121895.11.peg.21	CDS	NZ_KB899966	19185	20555	3	+	1371	hypothetical protein	- none -	 	 
fig|1121895.11.peg.22	CDS	NZ_KB899966	20575	22110	1	+	1536	Uncharacterized MFS-type transporter	- none -	 	 
fig|1121895.11.peg.23	CDS	NZ_KB899966	22123	22344	1	+	222	hypothetical protein	- none -	 	 
fig|1121895.11.peg.24	CDS	NZ_KB899966	22417	22611	1	+	195	hypothetical protein	- none -	 	 
fig|1121895.11.peg.25	CDS	NZ_KB899966	22604	25312	2	+	2709	hypothetical protein	- none -	 	 
fig|1121895.11.peg.26	CDS	NZ_KB899966	25319	25684	2	+	366	response regulator receiver domain protein	- none -	 	 
fig|1121895.11.peg.27	CDS	NZ_KB899966	25843	27753	1	+	1911	Acetyl-CoA synthetase (EC 6.2.1.1)	- none -	 	 
fig|1121895.11.peg.28	CDS	NZ_KB899966	27852	28988	3	+	1137	NAD binding site	- none -	 	 
fig|1121895.11.peg.29	CDS	NZ_KB899966	28979	29692	2	+	714	SAM-dependent methyltransferase	- none -	 	 
fig|1121895.11.peg.30	CDS	NZ_KB899966	29689	30741	1	+	1053	Naringenin-chalcone synthase (EC 2.3.1.74)	- none -	 	 
fig|1121895.11.peg.31	CDS	NZ_KB899966	30759	31196	3	+	438	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	Fatty Acid Biosynthesis FASII	 	 
