Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1736485.10.peg.1	CDS	NZ_LMHW01000001	256	2	-1	-	255	hypothetical protein	- none -	 	 
fig|1736485.10.peg.2	CDS	NZ_LMHW01000001	1964	264	-2	-	1701	hypothetical protein	- none -	 	 
fig|1736485.10.peg.3	CDS	NZ_LMHW01000001	3873	2812	-3	-	1062	Endo-1,4-beta-xylanase A precursor (EC 3.2.1.8)	Xylose utilization	 	 
fig|1736485.10.peg.4	CDS	NZ_LMHW01000001	5246	4551	-2	-	696	Autolysis response regulater LytR	- none -	 	 
fig|1736485.10.peg.5	CDS	NZ_LMHW01000001	6964	5243	-1	-	1722	Autolysin sensor kinase (EC 2.7.3.-)	- none -	 	 
fig|1736485.10.peg.6	CDS	NZ_LMHW01000001	7023	9401	3	+	2379	Putative TonB-dependent receptor	- none -	 	 
fig|1736485.10.peg.7	CDS	NZ_LMHW01000001	9521	10630	2	+	1110	Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily	- none -	 	 
fig|1736485.10.peg.8	CDS	NZ_LMHW01000001	13219	10781	-1	-	2439	beta-galactosidase (EC 3.2.1.23)	- none -	 	 
fig|1736485.10.peg.9	CDS	NZ_LMHW01000001	14301	13303	-3	-	999	Arabinogalactan endo-1,4-beta-galactanase (EC 3.2.1.89)	- none -	 	 
fig|1736485.10.peg.10	CDS	NZ_LMHW01000001	15435	14338	-3	-	1098	Putative galactosidase	- none -	 	 
fig|1736485.10.peg.11	CDS	NZ_LMHW01000001	16613	15546	-2	-	1068	hypothetical protein	- none -	 	 
fig|1736485.10.peg.12	CDS	NZ_LMHW01000001	18253	16646	-1	-	1608	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	- none -	 	 
fig|1736485.10.peg.13	CDS	NZ_LMHW01000001	21202	18260	-1	-	2943	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -	 	 
fig|1736485.10.peg.14	CDS	NZ_LMHW01000001	21983	26041	2	+	4059	Periplasmic ligand-binding sensor domain COG3292 / BaeS-type histidine kinase / OmpR-type DNA-binding response regulator	- none -	 	 
fig|1736485.10.peg.15	CDS	NZ_LMHW01000001	27921	26158	-3	-	1764	hypothetical protein	- none -	 	 
fig|1736485.10.peg.16	CDS	NZ_LMHW01000001	28914	27934	-3	-	981	Putative anti-sigma factor	- none -	 	 
fig|1736485.10.peg.17	CDS	NZ_LMHW01000001	29516	28911	-2	-	606	RNA polymerase ECF-type sigma factor	- none -	 	 
fig|1736485.10.peg.18	CDS	NZ_LMHW01000001	30788	29760	-2	-	1029	hypothetical protein	- none -	 	 
fig|1736485.10.peg.19	CDS	NZ_LMHW01000001	31484	30807	-2	-	678	hypothetical protein	- none -	 	 
fig|1736485.10.peg.20	CDS	NZ_LMHW01000001	32000	35386	2	+	3387	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	- none -	 	 
fig|1736485.10.peg.21	CDS	NZ_LMHW01000001	35400	37400	3	+	2001	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	- none -	 	 
fig|1736485.10.peg.22	CDS	NZ_LMHW01000001	37628	38110	2	+	483	hypothetical protein	- none -	 	 
